Kingdom,Phylum,Class,Order,Family,Genus,Species,num_samples_pos,PrimeRef_0363-2025,PrimeRef_0363_QC-2025,PrimeRef_0379-2025,PrimeRef_4614-2025,PrimeStrs_3779-2025,PrimeRef_9677-2025,PrimeRef_9677_QC-2025,OverStrs_8635-2025,OverStrs_9519-2025,PrimeStrs_6989-2025,PrimeStrs_4305-2025,PrimeStrs_8803-2025,PrimeRef_7271-2025,PrimeStrs_8803_QC-2025,PrimeStrs_1863-2025,PrimeStrs_97435-2025,PrimeRef_2325-2025,OverStrs_6365-2025,PrimeStrs_7435-2025,PrimeRef_6366-2025,PrimeStrs_4829-2025,PrimeStrs_4293-2025,PrimeStrs_6327-2025,PrimeStrs_7147-2025,PrimeRef_5379-2025,PrimeRef_6395-2025,OverStrs_6971-2025,MassExtra_Ref_8749-2025,PrimeStrs_5837-2025,PrimeRef_0065-2025,OverRef_7631-2025,PrimeStrs_7587-2025,PrimeStrs_8297-2025,PrimeRef_8541-2025,PrimeStrs_8773-2025,PrimeStrs_8773_QC-2025,OverRef_3809-2025,PrimeRef_1781-2025,PrimeRef_8122-2025,PrimeRef_0783-2025,OverStrs_1871-2025,OverRef_0897-2025,PrimeStrs_0917-2025,MassExtra_Ref_5289_QC-2024,MassExtra_Ref_8749-2024,OverRef_1339-2024,OverRef_1407-2024,OverRef_3355-2024,OverRef_3377-2024,OverRef_3457-2024,OverRef_3809-2024,OverStrs_8329-2024,PrimeRef_0249-2024,PrimeRef_0249_QC-2024,PrimeRef_0783-2024,PrimeRef_1377-2024,PrimeRef_1695-2024,PrimeRef_1747-2024,PrimeRef_3601-2024,PrimeRef_3739-2024,PrimeRef_5529-2024,PrimeRef_7599-2024,PrimeRef_8122-2024,PrimeRef_8211-2024,PrimeStrs_0331-2024,PrimeStrs_3013-2024,PrimeStrs_3543-2024,PrimeStrs_3785-2024,PrimeStrs_4874-2024,PrimeStrs_5395-2024,PrimeStrs_5749-2024,PrimeStrs_5749_QC-2024,PrimeStrs_5773-2024,PrimeStrs_6232-2024,PrimeStrs_6443-2024,PrimeStrs_6827-2024,PrimeStrs_6989-2024,PrimeStrs_6989_QC-2024,PrimeStrs_7435-2024,PrimeStrs_7451-2024,PrimeStrs_7579-2024,PrimeStrs_7673-2024,PrimeStrs_8233-2024,PrimeStrs_8571-2024,PrimeStrs_8773-2024,PrimeStrs_4828-2023,PrimeStrs_4942-2023,PrimeStrs_4946-2023,PrimeRef_5108-2023,PrimeRef_5108_QC-2023,PrimeRef_5122-2023,OverRef_5132-2023,PrimeStrs_0195-2023,PrimeStrs_0213-2023,PrimeStrs_0213_QC-2023,PrimeRef_0231-2023,PrimeRef_0641-2023,PrimeRef_0641_QC-2023,OverStrs_6719-2023,PrimeStrs_5477-2023,PrimeStrs_5799-2023,OverStrs_6089-2023,PrimeRef_6221-2023,PrimeStrs_8803-2023,PrimeRef_5399-2023,PrimeRef_6949-2023,OverRef_6983-2023,PrimeStrs_7023-2023,PrimeRef_6366-2023,OverStrs_3709-2023,OverRef_7631-2023,PrimeStrs_5968-2023,PrimeRef_5994-2023,PrimeRef_8752-2023,PrimeRef_1131-2023,PrimeStrs_1863-2023,PrimeStrs_8209-2023,PrimeStrs_8209_QC-2023,PrimeRef_0065-2023,PrimeStrs_9606-2023,PrimeStrs_9666-2023,PrimeRef_9756-2023,PrimeStrs_0204-2023,PrimeRef_0236-2023,PrimeStrs_0238-2023,PrimeStrs_3361-2023,PrimeRef_0208-2022,PrimeRef_0208_QC-2022,PrimeRef_5379-2022,PrimeRef_0363-2022,PrimeRef_4614-2022,PrimeStrs_0387-2022,PrimeRef_3479-2022,PrimeStrs_6009-2022,PrimeStrs_4990-2022,PrimeStrs_4990_QC-2022,PrimeRef_1351-2022,PrimeRef_4427-2022,PrimeStrs_5837-2022,PrimeRef_5537-2022,PrimeStrs_7407-2022,PrimeStrs_3779-2022,PrimeStrs_6977-2022,OverRef_5948-2022,OverStrs_6365-2022
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_subcapitata_var._elongata,10,0,0,0,0,0,114,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,95,205,0,0,27,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_stomatophora,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,273,0,0,0,0,0,0,0,0,18,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA,76,0,0,0,0,0,119,157,0,152,17,7,0,19,3,87,0,316,129,74,358,0,0,36,0,0,0,0,316,26,0,546,0,0,110,0,10,463,25,0,0,225,77,261,313,564,317,127,643,0,350,868,17,2472,772,69,89,0,855,93,118,150,1274,0,36,0,377,35,121,58,30,100,15,108,53,209,41,28,103,6,622,1832,3,81,6783,7,0,0,8,0,0,121,0,8,0,0,0,0,0,50,55,297,2,0,0,5,0,0,0,0,106,0,0,0,0,670,0,0,0,0,0,66,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,71,0,0,18
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis_hambergii,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,26,0,0,0,106,0,0,0,9,0,0,1,0,0,0,0,95,0,108,0,159,71,0,0,0,372,0,21,6,60,0,0,0,27,0,10,0,0,0,0,0,0,0,7,0,7,0,0,344,0,0,0,0,0,15,20,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_neomajor,81,0,0,0,0,0,441,587,325,8250,219,0,0,0,219,27,0,132,118,0,70,2340,458,2556,0,0,0,316,11675,166,3636,1428,0,0,3840,497,1587,8061,0,0,427,47,0,78,6971,0,11914,6494,13325,0,1692,141,7793,15010,780,11917,11825,0,0,2282,4633,2133,20589,0,527,164,4759,3749,1956,0,4776,8263,642,34231,5127,7637,8317,143,216,328,0,1920,968,20105,16120,64,0,0,0,0,0,0,0,0,334,334,333,0,0,765,561,2573,0,0,65,0,0,6671,0,0,4352,4014,0,0,0,0,0,0,0,0,0,0,4348,21,0,0,3115,0,0,1272,0,0,0,0,0,5,147,0,0,0,288,19,0,12,111,85
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_symmetrica,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sigma,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,185,53,0,3,0,0,0,0,0,3027,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,53
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Halamphora_hyalina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_potapovii,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA,134,274,1651,2183,511,0,1108,1372,1315,6083,1142,369,363,3900,284,2459,113,1136,154,1313,193,53,38,612,1309,212,24,790,470,529,2798,794,1064,137,9258,16,214,2729,786,913,696,32377,969,613,23221,1439,3307,43409,2796,9693,8210,713,4122,23434,4146,91584,7313,0,44987,8755,19951,10834,47381,6032,2307,391,7184,2146,7103,183,5279,4438,2440,6043,1820,1756,320,1840,2488,985,932,6092,57,14550,161,429,186,197,461,1,1,4610,0,217,195,195,1045,54,54,339,2988,15925,24,882,101,2743,0,4793,3209,180,1180,0,385,6774,1065,1524,1182,489,489,3224,3207,1121,5443,0,2134,318,2829,82,11,204,73,0,260,0,27,0,36,0,0,157,95,124,1029,8,66,216
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_formica,80,0,0,0,0,0,0,0,0,1461,202,228,0,0,0,0,0,181,0,10,975,153,6,2095,0,180,0,0,135,16,0,903,376,112,171,3,0,0,0,0,0,1197,0,262,91,1479,5374,1529,5758,0,9583,0,54,37321,63959,269,8,408,804,1205,552,2894,4,3,4608,0,4488,2228,136,19,37,41,69,133,7004,1430,206,106,1118,37,495,69808,31,413,0,39,0,0,0,0,0,0,0,0,0,0,0,11,11,1379,89,819,0,44,0,100,0,195,0,0,110,0,0,0,2,15458,0,48,48,0,0,0,0,0,8,0,6835,0,0,209,0,0,0,0,0,0,6,413,0,0,0,5,164,3,2662,56
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,NA,72,0,0,0,0,0,40867,82601,0,8304,2292,207,0,0,0,0,0,411,0,0,2416,207,139,1730,0,159,0,0,1400,0,1789,1061,4418,583,239,0,0,121,0,0,22,0,0,502,3082,4152,1983,16802,15240,97,2536,222,1355,5734,12509,130,1184,0,142,33,3455,4421,7,57,5996,0,378,4258,6040,1,75,19,39,4430,1255,0,553,844,2956,11,1,151,0,8687,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,230,486,6,0,0,29,0,0,0,578,0,0,0,0,0,0,0,13,13,142,0,0,0,0,0,9,11571,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,9,6,891,0
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis,88,0,0,0,0,0,28645,22786,427,595,748,93,32,4,5,58,0,486,0,18,15722,495,8,2926,0,0,0,0,1445,6,43,505,3610,123,41,5,35,119,666,0,72,0,59,575,2320,13966,61048,4069,19075,2449,14761,3095,328,21777,33298,4863,3003,0,2782,869,2575,2352,10633,46,738,0,2195,2415,115,1,95,3,50,25,294,17,91,236,1242,3,3,45,0,5043,9,12,0,0,0,0,0,0,0,0,0,0,0,23,23,13,33,3604,0,0,0,111,0,0,5,17460,0,0,0,8,0,782,0,175,175,0,0,0,0,0,0,0,15613,0,10,16,0,0,8,0,0,0,0,91,0,0,4599,0,0,0,319,0
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata,122,554,170,229,0,0,5,3,127,1998,420,688,1975,4907,982,499,496,1437,186,555,0,795,168,1129,247,0,319,365,2390,1371,2846,2049,6499,819,241,1042,2996,871,812,535,3729,882,1350,633,378,13798,49,5051,90,2182,656,315,2382,6038,336,4243,237,0,2709,12,209,2394,507,24849,8629,1252,269,4009,3854,4471,4778,3933,5241,4336,6801,1827,3396,702,593,1316,1337,4093,389,1806,3985,3419,130,3313,15877,0,0,6454,1014,339,130,130,786,65,65,4486,75,0,14,0,695,81,0,0,118,0,1098,0,115,2814,519,1095,7927,18,18,260,238,7370,984,0,4191,6954,68,8,21,0,0,0,112,0,46,9,0,0,0,144,0,9,323,0,162,103
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_subcapitata,52,0,0,0,0,0,416,626,26,0,0,0,0,0,0,0,0,500,0,0,499,10,0,4,0,208,5,0,0,0,22,0,0,0,86,0,26,1011,1268,11,551,0,0,624,3539,516,186,4206,121,0,61,265,5,766,1073,198,38,0,0,240,985,259,4317,11,60,0,0,754,143,0,48,0,0,71,11,0,2,51,26,0,0,1866,0,162,0,26,0,0,118,0,0,0,312,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptocephala,106,665,1683,0,0,0,0,0,6,3177,948,153,33,0,57,577,79,901,1493,2764,0,1498,50,290,90,0,0,56,416,853,85,226,34,164,315,472,1120,208,5960,28,428,1049,68,618,106,2236,129,5391,141,384,2233,166,2073,2523,3158,1287,0,0,446,0,317,3763,33,220,0,1701,4423,5708,2483,1966,5208,6861,3075,11656,21136,2315,16269,3340,4272,1720,2426,9299,521,282,579,2362,63,848,13848,0,0,5920,0,1050,483,483,1777,0,0,353,0,376,10,0,58,0,0,269,0,0,1571,0,0,187,654,2791,169,0,0,0,0,3349,855,17,384,2336,63,9,0,0,29,0,127,0,7,0,60,0,0,90,0,9,487,0,484,150
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_acrosphaeria,72,0,0,0,0,0,0,0,0,1763,15,572,35,3,0,0,0,918,264,338,41,0,10,2918,0,0,95,0,3609,570,876,2261,0,246,58,29,107,915,1289,66,0,2336,101,2103,209,3746,0,9606,613,0,0,0,175,1899,4116,0,0,0,4705,0,447,68,956,0,788,1069,462,0,242,539,34,21,24,960,7417,5387,3841,724,744,3010,2443,3571,869,308,0,108,0,0,185,0,0,393,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2723,0,0,0,0,874,25,199,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,33,23,295,10,0,861
